,Line Type,Plan Type,Data Type,Promo Type,Model,Promo Value,Brand,Week,Date,Retailer,Type
221,NULL,NULL,NULL,Trade in Exclusive,Samsung Galaxy Z Fold4,555,Samsung,W19,8th May,Deutsch,Deutsch
222,NULL,NULL,NULL,Trade In Bump Up,Samsung Galaxy S22 Ultra,0,Samsung,W19,8th May,Deutsch,Deutsch
223,NULL,NULL,NULL,Cashback,Samsung Galaxy S22 Ultra,0,Samsung,W19,8th May,Deutsch,Deutsch
224,NULL,NULL,NULL,Bundle,Samsung Galaxy S22 Ultra,0,Samsung,W19,8th May,Deutsch,Deutsch
225,NULL,NULL,NULL,Voucher,Samsung Galaxy S22 Ultra,150,Samsung,W19,8th May,Deutsch,Deutsch
226,NULL,NULL,NULL,Free Subscription,Samsung Galaxy S22 Ultra,0,Samsung,W19,8th May,Deutsch,Deutsch
227,NULL,NULL,NULL,Trade in Exclusive,Samsung Galaxy S22 Ultra,555,Samsung,W19,8th May,Deutsch,Deutsch
228,NULL,NULL,NULL,Trade In Bump Up,Samsung Galaxy S23 Ultra,0,Samsung,W19,8th May,Deutsch,Deutsch
229,NULL,NULL,NULL,Cashback,Samsung Galaxy S23 Ultra,0,Samsung,W19,8th May,Deutsch,Deutsch
230,NULL,NULL,NULL,Bundle,Samsung Galaxy S23 Ultra,0,Samsung,W19,8th May,Deutsch,Deutsch
231,NULL,NULL,NULL,Voucher,Samsung Galaxy S23 Ultra,150,Samsung,W19,8th May,Deutsch,Deutsch
232,NULL,NULL,NULL,Free Subscription,Samsung Galaxy S23 Ultra,0,Samsung,W19,8th May,Deutsch,Deutsch
233,NULL,NULL,NULL,Trade in Exclusive,Samsung Galaxy S23 Ultra,555,Samsung,W19,8th May,Deutsch,Deutsch
234,NULL,NULL,NULL,Trade In Bump Up,Samsung Galaxy S22+,0,Samsung,W19,8th May,Deutsch,Deutsch
235,NULL,NULL,NULL,Cashback,Samsung Galaxy S22+,0,Samsung,W19,8th May,Deutsch,Deutsch
236,NULL,NULL,NULL,Bundle,Samsung Galaxy S22+,0,Samsung,W19,8th May,Deutsch,Deutsch
237,NULL,NULL,NULL,Voucher,Samsung Galaxy S22+,0,Samsung,W19,8th May,Deutsch,Deutsch
238,NULL,NULL,NULL,Free Subscription,Samsung Galaxy S22+,0,Samsung,W19,8th May,Deutsch,Deutsch
239,NULL,NULL,NULL,Trade in Exclusive,Samsung Galaxy S22+,555,Samsung,W19,8th May,Deutsch,Deutsch
240,NULL,NULL,NULL,Trade In Bump Up,Samsung Galaxy S23+,0,Samsung,W19,8th May,Deutsch,Deutsch
241,NULL,NULL,NULL,Cashback,Samsung Galaxy S23+,0,Samsung,W19,8th May,Deutsch,Deutsch
242,NULL,NULL,NULL,Bundle,Samsung Galaxy S23+,0,Samsung,W19,8th May,Deutsch,Deutsch
243,NULL,NULL,NULL,Voucher,Samsung Galaxy S23+,100,Samsung,W19,8th May,Deutsch,Deutsch
244,NULL,NULL,NULL,Free Subscription,Samsung Galaxy S23+,0,Samsung,W19,8th May,Deutsch,Deutsch
245,NULL,NULL,NULL,Trade in Exclusive,Samsung Galaxy S23+,555,Samsung,W19,8th May,Deutsch,Deutsch
246,NULL,NULL,NULL,Trade In Bump Up,Samsung Galaxy Z Flip3,0,Samsung,W19,8th May,Deutsch,Deutsch
247,NULL,NULL,NULL,Cashback,Samsung Galaxy Z Flip3,0,Samsung,W19,8th May,Deutsch,Deutsch
248,NULL,NULL,NULL,Bundle,Samsung Galaxy Z Flip3,0,Samsung,W19,8th May,Deutsch,Deutsch
249,NULL,NULL,NULL,Voucher,Samsung Galaxy Z Flip3,0,Samsung,W19,8th May,Deutsch,Deutsch
250,NULL,NULL,NULL,Free Subscription,Samsung Galaxy Z Flip3,0,Samsung,W19,8th May,Deutsch,Deutsch
251,NULL,NULL,NULL,Trade in Exclusive,Samsung Galaxy Z Flip3,555,Samsung,W19,8th May,Deutsch,Deutsch
252,NULL,NULL,NULL,Trade In Bump Up,Samsung Galaxy Z Flip4,0,Samsung,W19,8th May,Deutsch,Deutsch
253,NULL,NULL,NULL,Cashback,Samsung Galaxy Z Flip4,0,Samsung,W19,8th May,Deutsch,Deutsch
254,NULL,NULL,NULL,Bundle,Samsung Galaxy Z Flip4,0,Samsung,W19,8th May,Deutsch,Deutsch
255,NULL,NULL,NULL,Voucher,Samsung Galaxy Z Flip4,100,Samsung,W19,8th May,Deutsch,Deutsch
256,NULL,NULL,NULL,Free Subscription,Samsung Galaxy Z Flip4,0,Samsung,W19,8th May,Deutsch,Deutsch
257,NULL,NULL,NULL,Trade in Exclusive,Samsung Galaxy Z Flip4,555,Samsung,W19,8th May,Deutsch,Deutsch
258,NULL,NULL,NULL,Trade In Bump Up,Google Pixel 7,0,Google,W19,8th May,Deutsch,Deutsch
259,NULL,NULL,NULL,Cashback,Google Pixel 7,0,Google,W19,8th May,Deutsch,Deutsch
260,NULL,NULL,NULL,Bundle,Google Pixel 7,0,Google,W19,8th May,Deutsch,Deutsch
261,NULL,NULL,NULL,Voucher,Google Pixel 7,0,Google,W19,8th May,Deutsch,Deutsch
262,NULL,NULL,NULL,Free Subscription,Google Pixel 7,0,Google,W19,8th May,Deutsch,Deutsch
263,NULL,NULL,NULL,Trade in Exclusive,Google Pixel 7,555,Google,W19,8th May,Deutsch,Deutsch
264,NULL,NULL,NULL,Trade In Bump Up,Google Pixel 6,0,Google,W19,8th May,Deutsch,Deutsch
265,NULL,NULL,NULL,Cashback,Google Pixel 6,0,Google,W19,8th May,Deutsch,Deutsch
266,NULL,NULL,NULL,Bundle,Google Pixel 6,0,Google,W19,8th May,Deutsch,Deutsch
267,NULL,NULL,NULL,Voucher,Google Pixel 6,0,Google,W19,8th May,Deutsch,Deutsch
268,NULL,NULL,NULL,Free Subscription,Google Pixel 6,27.85,Google,W19,8th May,Deutsch,Deutsch
269,NULL,NULL,NULL,Trade in Exclusive,Google Pixel 6,555,Google,W19,8th May,Deutsch,Deutsch
270,NULL,NULL,NULL,Trade In Bump Up,Apple iPhone 14,0,Apple,W19,8th May,Deutsch,Deutsch
271,NULL,NULL,NULL,Cashback,Apple iPhone 14,0,Apple,W19,8th May,Deutsch,Deutsch
272,NULL,NULL,NULL,Bundle,Apple iPhone 14,0,Apple,W19,8th May,Deutsch,Deutsch
273,NULL,NULL,NULL,Voucher,Apple iPhone 14,0,Apple,W19,8th May,Deutsch,Deutsch
274,NULL,NULL,NULL,Free Subscription,Apple iPhone 14,100,Apple,W19,8th May,Deutsch,Deutsch
275,NULL,NULL,NULL,Trade in Exclusive,Apple iPhone 14,555,Apple,W19,8th May,Deutsch,Deutsch
276,NULL,NULL,NULL,Trade In Bump Up,Apple iPhone 13,0,Apple,W19,8th May,Deutsch,Deutsch
277,NULL,NULL,NULL,Cashback,Apple iPhone 13,0,Apple,W19,8th May,Deutsch,Deutsch
278,NULL,NULL,NULL,Bundle,Apple iPhone 13,0,Apple,W19,8th May,Deutsch,Deutsch
279,NULL,NULL,NULL,Voucher,Apple iPhone 13,0,Apple,W19,8th May,Deutsch,Deutsch
280,NULL,NULL,NULL,Free Subscription,Apple iPhone 13,100,Apple,W19,8th May,Deutsch,Deutsch
281,NULL,NULL,NULL,Trade in Exclusive,Apple iPhone 13,555,Apple,W19,8th May,Deutsch,Deutsch
282,NULL,NULL,NULL,Trade In Bump Up,Apple iPhone 13 mini,0,Apple,W19,8th May,Deutsch,Deutsch
283,NULL,NULL,NULL,Cashback,Apple iPhone 13 mini,0,Apple,W19,8th May,Deutsch,Deutsch
284,NULL,NULL,NULL,Bundle,Apple iPhone 13 mini,0,Apple,W19,8th May,Deutsch,Deutsch
285,NULL,NULL,NULL,Voucher,Apple iPhone 13 mini,0,Apple,W19,8th May,Deutsch,Deutsch
286,NULL,NULL,NULL,Free Subscription,Apple iPhone 13 mini,0,Apple,W19,8th May,Deutsch,Deutsch
287,NULL,NULL,NULL,Trade in Exclusive,Apple iPhone 13 mini,555,Apple,W19,8th May,Deutsch,Deutsch
288,NULL,NULL,NULL,Trade In Bump Up,Samsung Galaxy S22,0,Samsung,W19,8th May,Deutsch,Deutsch
289,NULL,NULL,NULL,Cashback,Samsung Galaxy S22,0,Samsung,W19,8th May,Deutsch,Deutsch
290,NULL,NULL,NULL,Bundle,Samsung Galaxy S22,0,Samsung,W19,8th May,Deutsch,Deutsch
291,NULL,NULL,NULL,Voucher,Samsung Galaxy S22,100,Samsung,W19,8th May,Deutsch,Deutsch
292,NULL,NULL,NULL,Free Subscription,Samsung Galaxy S22,0,Samsung,W19,8th May,Deutsch,Deutsch
293,NULL,NULL,NULL,Trade in Exclusive,Samsung Galaxy S22,555,Samsung,W19,8th May,Deutsch,Deutsch
294,NULL,NULL,NULL,Trade In Bump Up,Samsung Galaxy S23,0,Samsung,W19,8th May,Deutsch,Deutsch
295,NULL,NULL,NULL,Cashback,Samsung Galaxy S23,0,Samsung,W19,8th May,Deutsch,Deutsch
296,NULL,NULL,NULL,Bundle,Samsung Galaxy S23,0,Samsung,W19,8th May,Deutsch,Deutsch
297,NULL,NULL,NULL,Voucher,Samsung Galaxy S23,100,Samsung,W19,8th May,Deutsch,Deutsch
298,NULL,NULL,NULL,Free Subscription,Samsung Galaxy S23,0,Samsung,W19,8th May,Deutsch,Deutsch
299,NULL,NULL,NULL,Trade in Exclusive,Samsung Galaxy S23,555,Samsung,W19,8th May,Deutsch,Deutsch
300,NULL,NULL,NULL,Trade In Bump Up,Samsung S21 FE,0,Samsung,W19,8th May,Deutsch,Deutsch
301,NULL,NULL,NULL,Cashback,Samsung S21 FE,0,Samsung,W19,8th May,Deutsch,Deutsch
302,NULL,NULL,NULL,Bundle,Samsung S21 FE,0,Samsung,W19,8th May,Deutsch,Deutsch
303,NULL,NULL,NULL,Voucher,Samsung S21 FE,0,Samsung,W19,8th May,Deutsch,Deutsch
304,NULL,NULL,NULL,Free Subscription,Samsung S21 FE,0,Samsung,W19,8th May,Deutsch,Deutsch
305,NULL,NULL,NULL,Trade in Exclusive,Samsung S21 FE,555,Samsung,W19,8th May,Deutsch,Deutsch
306,NULL,NULL,NULL,Trade In Bump Up,Google Pixel 7a,0,Google,W19,8th May,Deutsch,Deutsch
307,NULL,NULL,NULL,Cashback,Google Pixel 7a,0,Google,W19,8th May,Deutsch,Deutsch
308,NULL,NULL,NULL,Bundle,Google Pixel 7a,99,Google,W19,8th May,Deutsch,Deutsch
309,NULL,NULL,NULL,Voucher,Google Pixel 7a,0,Google,W19,8th May,Deutsch,Deutsch
310,NULL,NULL,NULL,Free Subscription,Google Pixel 7a,0,Google,W19,8th May,Deutsch,Deutsch
311,NULL,NULL,NULL,Trade in Exclusive,Google Pixel 7a,555,Google,W19,8th May,Deutsch,Deutsch
312,NULL,NULL,NULL,Trade In Bump Up,Google Pixel 6a,0,Google,W19,8th May,Deutsch,Deutsch
313,NULL,NULL,NULL,Cashback,Google Pixel 6a,0,Google,W19,8th May,Deutsch,Deutsch
314,NULL,NULL,NULL,Bundle,Google Pixel 6a,0,Google,W19,8th May,Deutsch,Deutsch
315,NULL,NULL,NULL,Voucher,Google Pixel 6a,0,Google,W19,8th May,Deutsch,Deutsch
316,NULL,NULL,NULL,Free Subscription,Google Pixel 6a,0,Google,W19,8th May,Deutsch,Deutsch
317,NULL,NULL,NULL,Trade in Exclusive,Google Pixel 6a,555,Google,W19,8th May,Deutsch,Deutsch
318,NULL,NULL,NULL,Trade In Bump Up,Apple iPhone SE3,0,Apple,W19,8th May,Deutsch,Deutsch
319,NULL,NULL,NULL,Cashback,Apple iPhone SE3,0,Apple,W19,8th May,Deutsch,Deutsch
320,NULL,NULL,NULL,Bundle,Apple iPhone SE3,0,Apple,W19,8th May,Deutsch,Deutsch
321,NULL,NULL,NULL,Voucher,Apple iPhone SE3,0,Apple,W19,8th May,Deutsch,Deutsch
322,NULL,NULL,NULL,Free Subscription,Apple iPhone SE3,0,Apple,W19,8th May,Deutsch,Deutsch
323,NULL,NULL,NULL,Trade in Exclusive,Apple iPhone SE3,555,Apple,W19,8th May,Deutsch,Deutsch
324,NULL,NULL,NULL,Trade In Bump Up,Samsung Galaxy A53,0,Samsung,W19,8th May,Deutsch,Deutsch
325,NULL,NULL,NULL,Cashback,Samsung Galaxy A53,0,Samsung,W19,8th May,Deutsch,Deutsch
326,NULL,NULL,NULL,Bundle,Samsung Galaxy A53,0,Samsung,W19,8th May,Deutsch,Deutsch
327,NULL,NULL,NULL,Voucher,Samsung Galaxy A53,0,Samsung,W19,8th May,Deutsch,Deutsch
328,NULL,NULL,NULL,Free Subscription,Samsung Galaxy A53,0,Samsung,W19,8th May,Deutsch,Deutsch
329,NULL,NULL,NULL,Trade in Exclusive,Samsung Galaxy A53,555,Samsung,W19,8th May,Deutsch,Deutsch
330,NULL,NULL,NULL,Trade In Bump Up,Nothing Phone 1,0,Nothing,W19,8th May,Deutsch,Deutsch
331,NULL,NULL,NULL,Cashback,Nothing Phone 1,0,Nothing,W19,8th May,Deutsch,Deutsch
332,NULL,NULL,NULL,Bundle,Nothing Phone 1,0,Nothing,W19,8th May,Deutsch,Deutsch
333,NULL,NULL,NULL,Voucher,Nothing Phone 1,0,Nothing,W19,8th May,Deutsch,Deutsch
334,NULL,NULL,NULL,Free Subscription,Nothing Phone 1,0,Nothing,W19,8th May,Deutsch,Deutsch
335,NULL,NULL,NULL,Trade in Exclusive,Nothing Phone 1,555,Nothing,W19,8th May,Deutsch,Deutsch
336,NULL,NULL,NULL,Trade In Bump Up,Samsung Galaxy A34,0,Samsung,W19,8th May,Deutsch,Deutsch
337,NULL,NULL,NULL,Cashback,Samsung Galaxy A34,0,Samsung,W19,8th May,Deutsch,Deutsch
338,NULL,NULL,NULL,Bundle,Samsung Galaxy A34,0,Samsung,W19,8th May,Deutsch,Deutsch
339,NULL,NULL,NULL,Voucher,Samsung Galaxy A34,0,Samsung,W19,8th May,Deutsch,Deutsch
340,NULL,NULL,NULL,Free Subscription,Samsung Galaxy A34,0,Samsung,W19,8th May,Deutsch,Deutsch
341,NULL,NULL,NULL,Trade in Exclusive,Samsung Galaxy A34,555,Samsung,W19,8th May,Deutsch,Deutsch
342,NULL,NULL,NULL,Trade In Bump Up,Samsung Galaxy A54,0,Samsung,W19,8th May,Deutsch,Deutsch
343,NULL,NULL,NULL,Cashback,Samsung Galaxy A54,0,Samsung,W19,8th May,Deutsch,Deutsch
344,NULL,NULL,NULL,Bundle,Samsung Galaxy A54,0,Samsung,W19,8th May,Deutsch,Deutsch
345,NULL,NULL,NULL,Voucher,Samsung Galaxy A54,100,Samsung,W19,8th May,Deutsch,Deutsch
346,NULL,NULL,NULL,Free Subscription,Samsung Galaxy A54,0,Samsung,W19,8th May,Deutsch,Deutsch
347,NULL,NULL,NULL,Trade in Exclusive,Samsung Galaxy A54,555,Samsung,W19,8th May,Deutsch,Deutsch
348,Smartphones without Contract,NULL,NULL,Bundle Deal,Google Pixel 7 Pro,0,Google,W19,8th May,Mediamarkt,Mediamarkt
349,Smartphones without Contract,NULL,NULL,Free Subscription,Google Pixel 7 Pro,0,Google,W19,8th May,Mediamarkt,Mediamarkt
350,Smartphones without Contract,NULL,NULL,Gift Card,Google Pixel 7 Pro,0,Google,W19,8th May,Mediamarkt,Mediamarkt
351,Smartphones without Contract,NULL,NULL,Trade In ,Google Pixel 7 Pro,0,Google,W19,8th May,Mediamarkt,Mediamarkt
352,Smartphones with contract,NULL,Vodafone,Free Merchandise,Google Pixel 7 Pro,0,Google,W19,8th May,Mediamarkt,Mediamarkt
353,Smartphones with contract,NULL,Vodafone,Bundle Deal,Google Pixel 7 Pro,0,Google,W19,8th May,Mediamarkt,Mediamarkt
354,Smartphones with contract,NULL,Vodafone,Free Subscription,Google Pixel 7 Pro,0,Google,W19,8th May,Mediamarkt,Mediamarkt
355,Smartphones with contract,NULL,Vodafone,Switcher,Google Pixel 7 Pro,50,Google,W19,8th May,Mediamarkt,Mediamarkt
356,Smartphones with contract,NULL,O2,Free Merchandise,Google Pixel 7 Pro,0,Google,W19,8th May,Mediamarkt,Mediamarkt
357,Smartphones with contract,NULL,O2,Bundle Deal,Google Pixel 7 Pro,0,Google,W19,8th May,Mediamarkt,Mediamarkt
358,Smartphones with contract,NULL,O2,Free Subscription,Google Pixel 7 Pro,0,Google,W19,8th May,Mediamarkt,Mediamarkt
359,Smartphones with contract,NULL,O2,Switcher,Google Pixel 7 Pro,0,Google,W19,8th May,Mediamarkt,Mediamarkt
360,Smartphones with contract,NULL,Telekom,Free Merchandise,Google Pixel 7 Pro,0,Google,W19,8th May,Mediamarkt,Mediamarkt
361,Smartphones with contract,NULL,Telekom,Bundle Deal,Google Pixel 7 Pro,0,Google,W19,8th May,Mediamarkt,Mediamarkt
362,Smartphones with contract,NULL,Telekom,Free Subscription,Google Pixel 7 Pro,0,Google,W19,8th May,Mediamarkt,Mediamarkt
363,Smartphones with contract,NULL,Telekom,Switcher,Google Pixel 7 Pro,0,Google,W19,8th May,Mediamarkt,Mediamarkt
364,Trade in Exclusive,NULL,NULL,NULL,Google Pixel 7 Pro,552,Google,W19,8th May,Mediamarkt,Mediamarkt
365,Smartphones without Contract,NULL,NULL,Bundle Deal,Google Pixel 6 Pro,0,Google,W19,8th May,Mediamarkt,Mediamarkt
366,Smartphones without Contract,NULL,NULL,Free Subscription,Google Pixel 6 Pro,0,Google,W19,8th May,Mediamarkt,Mediamarkt
367,Smartphones without Contract,NULL,NULL,Gift Card,Google Pixel 6 Pro,0,Google,W19,8th May,Mediamarkt,Mediamarkt
368,Smartphones without Contract,NULL,NULL,Trade In ,Google Pixel 6 Pro,0,Google,W19,8th May,Mediamarkt,Mediamarkt
369,Smartphones with contract,NULL,Vodafone,Free Merchandise,Google Pixel 6 Pro,0,Google,W19,8th May,Mediamarkt,Mediamarkt
370,Smartphones with contract,NULL,Vodafone,Bundle Deal,Google Pixel 6 Pro,0,Google,W19,8th May,Mediamarkt,Mediamarkt
371,Smartphones with contract,NULL,Vodafone,Free Subscription,Google Pixel 6 Pro,0,Google,W19,8th May,Mediamarkt,Mediamarkt
372,Smartphones with contract,NULL,Vodafone,Switcher,Google Pixel 6 Pro,0,Google,W19,8th May,Mediamarkt,Mediamarkt
373,Smartphones with contract,NULL,O2,Free Merchandise,Google Pixel 6 Pro,0,Google,W19,8th May,Mediamarkt,Mediamarkt
374,Smartphones with contract,NULL,O2,Bundle Deal,Google Pixel 6 Pro,0,Google,W19,8th May,Mediamarkt,Mediamarkt
375,Smartphones with contract,NULL,O2,Free Subscription,Google Pixel 6 Pro,0,Google,W19,8th May,Mediamarkt,Mediamarkt
376,Smartphones with contract,NULL,O2,Switcher,Google Pixel 6 Pro,0,Google,W19,8th May,Mediamarkt,Mediamarkt
377,Smartphones with contract,NULL,Telekom,Free Merchandise,Google Pixel 6 Pro,0,Google,W19,8th May,Mediamarkt,Mediamarkt
378,Smartphones with contract,NULL,Telekom,Bundle Deal,Google Pixel 6 Pro,0,Google,W19,8th May,Mediamarkt,Mediamarkt
379,Smartphones with contract,NULL,Telekom,Free Subscription,Google Pixel 6 Pro,0,Google,W19,8th May,Mediamarkt,Mediamarkt
380,Smartphones with contract,NULL,Telekom,Switcher,Google Pixel 6 Pro,0,Google,W19,8th May,Mediamarkt,Mediamarkt
381,Trade in Exclusive,NULL,NULL,NULL,Google Pixel 6 Pro,552,Google,W19,8th May,Mediamarkt,Mediamarkt
382,Smartphones without Contract,NULL,NULL,Bundle Deal,Apple iPhone 14 Pro Max,0,Apple,W19,8th May,Mediamarkt,Mediamarkt
383,Smartphones without Contract,NULL,NULL,Free Subscription,Apple iPhone 14 Pro Max,117.83,Apple,W19,8th May,Mediamarkt,Mediamarkt
384,Smartphones without Contract,NULL,NULL,Gift Card,Apple iPhone 14 Pro Max,0,Apple,W19,8th May,Mediamarkt,Mediamarkt
385,Smartphones without Contract,NULL,NULL,Trade In ,Apple iPhone 14 Pro Max,0,Apple,W19,8th May,Mediamarkt,Mediamarkt
386,Smartphones with contract,NULL,Vodafone,Free Merchandise,Apple iPhone 14 Pro Max,0,Apple,W19,8th May,Mediamarkt,Mediamarkt
387,Smartphones with contract,NULL,Vodafone,Bundle Deal,Apple iPhone 14 Pro Max,0,Apple,W19,8th May,Mediamarkt,Mediamarkt
388,Smartphones with contract,NULL,Vodafone,Free Subscription,Apple iPhone 14 Pro Max,0,Apple,W19,8th May,Mediamarkt,Mediamarkt
389,Smartphones with contract,NULL,Vodafone,Switcher,Apple iPhone 14 Pro Max,50,Apple,W19,8th May,Mediamarkt,Mediamarkt
390,Smartphones with contract,NULL,O2,Free Merchandise,Apple iPhone 14 Pro Max,0,Apple,W19,8th May,Mediamarkt,Mediamarkt
391,Smartphones with contract,NULL,O2,Bundle Deal,Apple iPhone 14 Pro Max,0,Apple,W19,8th May,Mediamarkt,Mediamarkt
392,Smartphones with contract,NULL,O2,Free Subscription,Apple iPhone 14 Pro Max,0,Apple,W19,8th May,Mediamarkt,Mediamarkt
393,Smartphones with contract,NULL,O2,Switcher,Apple iPhone 14 Pro Max,0,Apple,W19,8th May,Mediamarkt,Mediamarkt
394,Smartphones with contract,NULL,Telekom,Free Merchandise,Apple iPhone 14 Pro Max,0,Apple,W19,8th May,Mediamarkt,Mediamarkt
395,Smartphones with contract,NULL,Telekom,Bundle Deal,Apple iPhone 14 Pro Max,0,Apple,W19,8th May,Mediamarkt,Mediamarkt
396,Smartphones with contract,NULL,Telekom,Free Subscription,Apple iPhone 14 Pro Max,0,Apple,W19,8th May,Mediamarkt,Mediamarkt
397,Smartphones with contract,NULL,Telekom,Switcher,Apple iPhone 14 Pro Max,0,Apple,W19,8th May,Mediamarkt,Mediamarkt
398,Trade in Exclusive,NULL,NULL,NULL,Apple iPhone 14 Pro Max,552,Apple,W19,8th May,Mediamarkt,Mediamarkt
399,Smartphones without Contract,NULL,NULL,Bundle Deal,Apple iPhone 14 Pro,0,Apple,W19,8th May,Mediamarkt,Mediamarkt
400,Smartphones without Contract,NULL,NULL,Free Subscription,Apple iPhone 14 Pro,117.83,Apple,W19,8th May,Mediamarkt,Mediamarkt
401,Smartphones without Contract,NULL,NULL,Gift Card,Apple iPhone 14 Pro,0,Apple,W19,8th May,Mediamarkt,Mediamarkt
402,Smartphones without Contract,NULL,NULL,Trade In ,Apple iPhone 14 Pro,0,Apple,W19,8th May,Mediamarkt,Mediamarkt
403,Smartphones with contract,NULL,Vodafone,Free Merchandise,Apple iPhone 14 Pro,0,Apple,W19,8th May,Mediamarkt,Mediamarkt
404,Smartphones with contract,NULL,Vodafone,Bundle Deal,Apple iPhone 14 Pro,0,Apple,W19,8th May,Mediamarkt,Mediamarkt
405,Smartphones with contract,NULL,Vodafone,Free Subscription,Apple iPhone 14 Pro,0,Apple,W19,8th May,Mediamarkt,Mediamarkt
406,Smartphones with contract,NULL,Vodafone,Switcher,Apple iPhone 14 Pro,50,Apple,W19,8th May,Mediamarkt,Mediamarkt
407,Smartphones with contract,NULL,O2,Free Merchandise,Apple iPhone 14 Pro,0,Apple,W19,8th May,Mediamarkt,Mediamarkt
408,Smartphones with contract,NULL,O2,Bundle Deal,Apple iPhone 14 Pro,0,Apple,W19,8th May,Mediamarkt,Mediamarkt
409,Smartphones with contract,NULL,O2,Free Subscription,Apple iPhone 14 Pro,0,Apple,W19,8th May,Mediamarkt,Mediamarkt
410,Smartphones with contract,NULL,O2,Switcher,Apple iPhone 14 Pro,0,Apple,W19,8th May,Mediamarkt,Mediamarkt
411,Smartphones with contract,NULL,Telekom,Free Merchandise,Apple iPhone 14 Pro,0,Apple,W19,8th May,Mediamarkt,Mediamarkt
412,Smartphones with contract,NULL,Telekom,Bundle Deal,Apple iPhone 14 Pro,0,Apple,W19,8th May,Mediamarkt,Mediamarkt
413,Smartphones with contract,NULL,Telekom,Free Subscription,Apple iPhone 14 Pro,0,Apple,W19,8th May,Mediamarkt,Mediamarkt
414,Smartphones with contract,NULL,Telekom,Switcher,Apple iPhone 14 Pro,0,Apple,W19,8th May,Mediamarkt,Mediamarkt
415,Trade in Exclusive,NULL,NULL,NULL,Apple iPhone 14 Pro,552,Apple,W19,8th May,Mediamarkt,Mediamarkt
416,Smartphones without Contract,NULL,NULL,Bundle Deal,Apple iPhone 14 Plus,0,Apple,W19,8th May,Mediamarkt,Mediamarkt
417,Smartphones without Contract,NULL,NULL,Free Subscription,Apple iPhone 14 Plus,117.83,Apple,W19,8th May,Mediamarkt,Mediamarkt
418,Smartphones without Contract,NULL,NULL,Gift Card,Apple iPhone 14 Plus,0,Apple,W19,8th May,Mediamarkt,Mediamarkt
419,Smartphones without Contract,NULL,NULL,Trade In ,Apple iPhone 14 Plus,0,Apple,W19,8th May,Mediamarkt,Mediamarkt
420,Smartphones with contract,NULL,Vodafone,Free Merchandise,Apple iPhone 14 Plus,0,Apple,W19,8th May,Mediamarkt,Mediamarkt
421,Smartphones with contract,NULL,Vodafone,Bundle Deal,Apple iPhone 14 Plus,0,Apple,W19,8th May,Mediamarkt,Mediamarkt
422,Smartphones with contract,NULL,Vodafone,Free Subscription,Apple iPhone 14 Plus,0,Apple,W19,8th May,Mediamarkt,Mediamarkt
423,Smartphones with contract,NULL,Vodafone,Switcher,Apple iPhone 14 Plus,50,Apple,W19,8th May,Mediamarkt,Mediamarkt
424,Smartphones with contract,NULL,O2,Free Merchandise,Apple iPhone 14 Plus,0,Apple,W19,8th May,Mediamarkt,Mediamarkt
425,Smartphones with contract,NULL,O2,Bundle Deal,Apple iPhone 14 Plus,0,Apple,W19,8th May,Mediamarkt,Mediamarkt
426,Smartphones with contract,NULL,O2,Free Subscription,Apple iPhone 14 Plus,0,Apple,W19,8th May,Mediamarkt,Mediamarkt
427,Smartphones with contract,NULL,O2,Switcher,Apple iPhone 14 Plus,0,Apple,W19,8th May,Mediamarkt,Mediamarkt
428,Smartphones with contract,NULL,Telekom,Free Merchandise,Apple iPhone 14 Plus,0,Apple,W19,8th May,Mediamarkt,Mediamarkt
429,Smartphones with contract,NULL,Telekom,Bundle Deal,Apple iPhone 14 Plus,0,Apple,W19,8th May,Mediamarkt,Mediamarkt
430,Smartphones with contract,NULL,Telekom,Free Subscription,Apple iPhone 14 Plus,0,Apple,W19,8th May,Mediamarkt,Mediamarkt
431,Smartphones with contract,NULL,Telekom,Switcher,Apple iPhone 14 Plus,0,Apple,W19,8th May,Mediamarkt,Mediamarkt
432,Trade in Exclusive,NULL,NULL,NULL,Apple iPhone 14 Plus,552,Apple,W19,8th May,Mediamarkt,Mediamarkt
433,Smartphones without Contract,NULL,NULL,Bundle Deal,Apple iPhone 13 Pro Max,0,Apple,W19,8th May,Mediamarkt,Mediamarkt
434,Smartphones without Contract,NULL,NULL,Free Subscription,Apple iPhone 13 Pro Max,0,Apple,W19,8th May,Mediamarkt,Mediamarkt
435,Smartphones without Contract,NULL,NULL,Gift Card,Apple iPhone 13 Pro Max,0,Apple,W19,8th May,Mediamarkt,Mediamarkt
436,Smartphones without Contract,NULL,NULL,Trade In ,Apple iPhone 13 Pro Max,0,Apple,W19,8th May,Mediamarkt,Mediamarkt
437,Smartphones with contract,NULL,Vodafone,Free Merchandise,Apple iPhone 13 Pro Max,0,Apple,W19,8th May,Mediamarkt,Mediamarkt
438,Smartphones with contract,NULL,Vodafone,Bundle Deal,Apple iPhone 13 Pro Max,0,Apple,W19,8th May,Mediamarkt,Mediamarkt
439,Smartphones with contract,NULL,Vodafone,Free Subscription,Apple iPhone 13 Pro Max,0,Apple,W19,8th May,Mediamarkt,Mediamarkt
440,Smartphones with contract,NULL,Vodafone,Switcher,Apple iPhone 13 Pro Max,0,Apple,W19,8th May,Mediamarkt,Mediamarkt
