,Line Type,Plan Type,Data Type,Promo Type,Model,Promo Value,Brand,Week,Date,Retailer,Type
0,New Line ,PayG Discount  128 GB,NULL,NULL,Google Pixel 7 Pro,128 GB - 799.9,Google,20,15-May,Vodafone,Vodafone
1,New Line ,Regular Plan ,Sim - Free,WoW Price Change,Google Pixel 7 Pro,-90,Google,20,15-May,Vodafone,Vodafone
2,New Line ,Regular Plan ,Sim - Free,Rate Plan Discount(Max),Google Pixel 7 Pro,0,Google,20,15-May,Vodafone,Vodafone
3,New Line ,Regular Plan ,Sim - Free,Merchandise ,Google Pixel 7 Pro,0,Google,20,15-May,Vodafone,Vodafone
4,New Line ,Regular Plan ,Sim - Free,Gift Card,Google Pixel 7 Pro,0,Google,20,15-May,Vodafone,Vodafone
5,New Line ,Regular Plan ,Sim - Free,Free Subscription ,Google Pixel 7 Pro,0,Google,20,15-May,Vodafone,Vodafone
6,New Line ,Regular Plan ,Sim - Free,Cashback,Google Pixel 7 Pro,0,Google,20,15-May,Vodafone,Vodafone
7,New Line ,Regular Plan ,Sim - Free,Trade-in Bump-up,Google Pixel 7 Pro,0,Google,20,15-May,Vodafone,Vodafone
8,New Line ,Regular Plan ,Unlimited Data,Bundle ,Google Pixel 7 Pro,0,Google,20,15-May,Vodafone,Vodafone
9,New Line ,Regular Plan ,Unlimited Data,Rate Plan Discount(Max),Google Pixel 7 Pro,0,Google,20,15-May,Vodafone,Vodafone
10,New Line ,Regular Plan ,Unlimited Data,Merchandise ,Google Pixel 7 Pro,0,Google,20,15-May,Vodafone,Vodafone
11,New Line ,Regular Plan ,Unlimited Data,Gift Card,Google Pixel 7 Pro,0,Google,20,15-May,Vodafone,Vodafone
12,New Line ,Regular Plan ,Unlimited Data,Free Subscription ,Google Pixel 7 Pro,0,Google,20,15-May,Vodafone,Vodafone
13,New Line ,Regular Plan ,Unlimited Data,Cashback,Google Pixel 7 Pro,0,Google,20,15-May,Vodafone,Vodafone
14,New Line ,Regular Plan ,Unlimited Data,Trade-in Bump-up,Google Pixel 7 Pro,240,Google,20,15-May,Vodafone,Vodafone
15,New Line ,Regular Plan ,Unlimited Data,Trade-in Bump-up,Google Pixel 7 Pro,0,Google,20,15-May,Vodafone,Vodafone
16,New Line ,PayG Discount  128 GB,NULL,NULL,Google Pixel 6 Pro,0,Google,20,15-May,Vodafone,Vodafone
17,New Line ,Regular Plan ,Sim - Free,WoW Price Change,Google Pixel 6 Pro,0,Google,20,15-May,Vodafone,Vodafone
18,New Line ,Regular Plan ,Sim - Free,Rate Plan Discount(Max),Google Pixel 6 Pro,0,Google,20,15-May,Vodafone,Vodafone
19,New Line ,Regular Plan ,Sim - Free,Merchandise ,Google Pixel 6 Pro,0,Google,20,15-May,Vodafone,Vodafone
20,New Line ,Regular Plan ,Sim - Free,Gift Card,Google Pixel 6 Pro,0,Google,20,15-May,Vodafone,Vodafone
21,New Line ,Regular Plan ,Sim - Free,Free Subscription ,Google Pixel 6 Pro,0,Google,20,15-May,Vodafone,Vodafone
22,New Line ,Regular Plan ,Sim - Free,Cashback,Google Pixel 6 Pro,0,Google,20,15-May,Vodafone,Vodafone
23,New Line ,Regular Plan ,Sim - Free,Trade-in Bump-up,Google Pixel 6 Pro,0,Google,20,15-May,Vodafone,Vodafone
24,New Line ,Regular Plan ,Unlimited Data,Bundle ,Google Pixel 6 Pro,0,Google,20,15-May,Vodafone,Vodafone
25,New Line ,Regular Plan ,Unlimited Data,Rate Plan Discount(Max),Google Pixel 6 Pro,0,Google,20,15-May,Vodafone,Vodafone
26,New Line ,Regular Plan ,Unlimited Data,Merchandise ,Google Pixel 6 Pro,0,Google,20,15-May,Vodafone,Vodafone
27,New Line ,Regular Plan ,Unlimited Data,Gift Card,Google Pixel 6 Pro,0,Google,20,15-May,Vodafone,Vodafone
28,New Line ,Regular Plan ,Unlimited Data,Free Subscription ,Google Pixel 6 Pro,0,Google,20,15-May,Vodafone,Vodafone
29,New Line ,Regular Plan ,Unlimited Data,Cashback,Google Pixel 6 Pro,0,Google,20,15-May,Vodafone,Vodafone
30,New Line ,Regular Plan ,Unlimited Data,Trade-in Bump-up,Google Pixel 6 Pro,0,Google,20,15-May,Vodafone,Vodafone
31,New Line ,Regular Plan ,Unlimited Data,Trade-in Bump-up,Google Pixel 6 Pro,0,Google,20,15-May,Vodafone,Vodafone
32,New Line ,PayG Discount  128 GB,NULL,NULL,Samsung Galaxy Z Fold3,0,Samsung,20,15-May,Vodafone,Vodafone
33,New Line ,Regular Plan ,Sim - Free,WoW Price Change,Samsung Galaxy Z Fold3,0,Samsung,20,15-May,Vodafone,Vodafone
34,New Line ,Regular Plan ,Sim - Free,Rate Plan Discount(Max),Samsung Galaxy Z Fold3,0,Samsung,20,15-May,Vodafone,Vodafone
35,New Line ,Regular Plan ,Sim - Free,Merchandise ,Samsung Galaxy Z Fold3,0,Samsung,20,15-May,Vodafone,Vodafone
36,New Line ,Regular Plan ,Sim - Free,Gift Card,Samsung Galaxy Z Fold3,0,Samsung,20,15-May,Vodafone,Vodafone
37,New Line ,Regular Plan ,Sim - Free,Free Subscription ,Samsung Galaxy Z Fold3,0,Samsung,20,15-May,Vodafone,Vodafone
38,New Line ,Regular Plan ,Sim - Free,Cashback,Samsung Galaxy Z Fold3,0,Samsung,20,15-May,Vodafone,Vodafone
39,New Line ,Regular Plan ,Sim - Free,Trade-in Bump-up,Samsung Galaxy Z Fold3,0,Samsung,20,15-May,Vodafone,Vodafone
40,New Line ,Regular Plan ,Unlimited Data,Bundle ,Samsung Galaxy Z Fold3,0,Samsung,20,15-May,Vodafone,Vodafone
41,New Line ,Regular Plan ,Unlimited Data,Rate Plan Discount(Max),Samsung Galaxy Z Fold3,0,Samsung,20,15-May,Vodafone,Vodafone
42,New Line ,Regular Plan ,Unlimited Data,Merchandise ,Samsung Galaxy Z Fold3,0,Samsung,20,15-May,Vodafone,Vodafone
43,New Line ,Regular Plan ,Unlimited Data,Gift Card,Samsung Galaxy Z Fold3,0,Samsung,20,15-May,Vodafone,Vodafone
44,New Line ,Regular Plan ,Unlimited Data,Free Subscription ,Samsung Galaxy Z Fold3,0,Samsung,20,15-May,Vodafone,Vodafone
45,New Line ,Regular Plan ,Unlimited Data,Cashback,Samsung Galaxy Z Fold3,0,Samsung,20,15-May,Vodafone,Vodafone
46,New Line ,Regular Plan ,Unlimited Data,Trade-in Bump-up,Samsung Galaxy Z Fold3,0,Samsung,20,15-May,Vodafone,Vodafone
47,New Line ,Regular Plan ,Unlimited Data,Trade-in Bump-up,Samsung Galaxy Z Fold3,0,Samsung,20,15-May,Vodafone,Vodafone
48,New Line ,PayG Discount  128 GB,NULL,NULL,Samsung Galaxy Z Fold4,"256 GB - 1549.9
512 GB - 1669.9",Samsung,20,15-May,Vodafone,Vodafone
49,New Line ,Regular Plan ,Sim - Free,WoW Price Change,Samsung Galaxy Z Fold4,0,Samsung,20,15-May,Vodafone,Vodafone
50,New Line ,Regular Plan ,Sim - Free,Rate Plan Discount(Max),Samsung Galaxy Z Fold4,0,Samsung,20,15-May,Vodafone,Vodafone
51,New Line ,Regular Plan ,Sim - Free,Merchandise ,Samsung Galaxy Z Fold4,0,Samsung,20,15-May,Vodafone,Vodafone
52,New Line ,Regular Plan ,Sim - Free,Gift Card,Samsung Galaxy Z Fold4,0,Samsung,20,15-May,Vodafone,Vodafone
53,New Line ,Regular Plan ,Sim - Free,Free Subscription ,Samsung Galaxy Z Fold4,0,Samsung,20,15-May,Vodafone,Vodafone
54,New Line ,Regular Plan ,Sim - Free,Cashback,Samsung Galaxy Z Fold4,0,Samsung,20,15-May,Vodafone,Vodafone
55,New Line ,Regular Plan ,Sim - Free,Trade-in Bump-up,Samsung Galaxy Z Fold4,0,Samsung,20,15-May,Vodafone,Vodafone
56,New Line ,Regular Plan ,Unlimited Data,Bundle ,Samsung Galaxy Z Fold4,0,Samsung,20,15-May,Vodafone,Vodafone
57,New Line ,Regular Plan ,Unlimited Data,Rate Plan Discount(Max),Samsung Galaxy Z Fold4,0,Samsung,20,15-May,Vodafone,Vodafone
58,New Line ,Regular Plan ,Unlimited Data,Merchandise ,Samsung Galaxy Z Fold4,0,Samsung,20,15-May,Vodafone,Vodafone
59,New Line ,Regular Plan ,Unlimited Data,Gift Card,Samsung Galaxy Z Fold4,0,Samsung,20,15-May,Vodafone,Vodafone
60,New Line ,Regular Plan ,Unlimited Data,Free Subscription ,Samsung Galaxy Z Fold4,0,Samsung,20,15-May,Vodafone,Vodafone
61,New Line ,Regular Plan ,Unlimited Data,Cashback,Samsung Galaxy Z Fold4,0,Samsung,20,15-May,Vodafone,Vodafone
62,New Line ,Regular Plan ,Unlimited Data,Trade-in Bump-up,Samsung Galaxy Z Fold4,120,Samsung,20,15-May,Vodafone,Vodafone
63,New Line ,Regular Plan ,Unlimited Data,Trade-in Bump-up,Samsung Galaxy Z Fold4,0,Samsung,20,15-May,Vodafone,Vodafone
64,New Line ,PayG Discount  128 GB,NULL,NULL,Samsung Galaxy Z Flip3,0,Samsung,20,15-May,Vodafone,Vodafone
65,New Line ,Regular Plan ,Sim - Free,WoW Price Change,Samsung Galaxy Z Flip3,0,Samsung,20,15-May,Vodafone,Vodafone
66,New Line ,Regular Plan ,Sim - Free,Rate Plan Discount(Max),Samsung Galaxy Z Flip3,0,Samsung,20,15-May,Vodafone,Vodafone
67,New Line ,Regular Plan ,Sim - Free,Merchandise ,Samsung Galaxy Z Flip3,0,Samsung,20,15-May,Vodafone,Vodafone
68,New Line ,Regular Plan ,Sim - Free,Gift Card,Samsung Galaxy Z Flip3,0,Samsung,20,15-May,Vodafone,Vodafone
69,New Line ,Regular Plan ,Sim - Free,Free Subscription ,Samsung Galaxy Z Flip3,0,Samsung,20,15-May,Vodafone,Vodafone
70,New Line ,Regular Plan ,Sim - Free,Cashback,Samsung Galaxy Z Flip3,0,Samsung,20,15-May,Vodafone,Vodafone
71,New Line ,Regular Plan ,Sim - Free,Trade-in Bump-up,Samsung Galaxy Z Flip3,0,Samsung,20,15-May,Vodafone,Vodafone
72,New Line ,Regular Plan ,Unlimited Data,Bundle ,Samsung Galaxy Z Flip3,0,Samsung,20,15-May,Vodafone,Vodafone
73,New Line ,Regular Plan ,Unlimited Data,Rate Plan Discount(Max),Samsung Galaxy Z Flip3,0,Samsung,20,15-May,Vodafone,Vodafone
74,New Line ,Regular Plan ,Unlimited Data,Merchandise ,Samsung Galaxy Z Flip3,0,Samsung,20,15-May,Vodafone,Vodafone
75,New Line ,Regular Plan ,Unlimited Data,Gift Card,Samsung Galaxy Z Flip3,0,Samsung,20,15-May,Vodafone,Vodafone
