,Line Type,Plan Type,Data Type,Promo Type,Model,Promo Value,Brand,Week,Date,Retailer,Type
76,New Line ,Regular Plan ,Unlimited Data,Free Subscription ,Samsung Galaxy Z Flip3,0,Samsung,20,15-May,Vodafone,Vodafone
77,New Line ,Regular Plan ,Unlimited Data,Cashback,Samsung Galaxy Z Flip3,0,Samsung,20,15-May,Vodafone,Vodafone
78,New Line ,Regular Plan ,Unlimited Data,Trade-in Bump-up,Samsung Galaxy Z Flip3,0,Samsung,20,15-May,Vodafone,Vodafone
79,New Line ,Regular Plan ,Unlimited Data,Trade-in Bump-up,Samsung Galaxy Z Flip3,0,Samsung,20,15-May,Vodafone,Vodafone
80,New Line ,PayG Discount  128 GB,NULL,NULL,Samsung Galaxy Z Flip4,"128 GB - 949.9
256 GB - 1159.90",Samsung,20,15-May,Vodafone,Vodafone
81,New Line ,Regular Plan ,Sim - Free,WoW Price Change,Samsung Galaxy Z Flip4,0,Samsung,20,15-May,Vodafone,Vodafone
82,New Line ,Regular Plan ,Sim - Free,Rate Plan Discount(Max),Samsung Galaxy Z Flip4,0,Samsung,20,15-May,Vodafone,Vodafone
83,New Line ,Regular Plan ,Sim - Free,Merchandise ,Samsung Galaxy Z Flip4,0,Samsung,20,15-May,Vodafone,Vodafone
84,New Line ,Regular Plan ,Sim - Free,Gift Card,Samsung Galaxy Z Flip4,0,Samsung,20,15-May,Vodafone,Vodafone
85,New Line ,Regular Plan ,Sim - Free,Free Subscription ,Samsung Galaxy Z Flip4,0,Samsung,20,15-May,Vodafone,Vodafone
86,New Line ,Regular Plan ,Sim - Free,Cashback,Samsung Galaxy Z Flip4,0,Samsung,20,15-May,Vodafone,Vodafone
87,New Line ,Regular Plan ,Sim - Free,Trade-in Bump-up,Samsung Galaxy Z Flip4,0,Samsung,20,15-May,Vodafone,Vodafone
88,New Line ,Regular Plan ,Unlimited Data,Bundle ,Samsung Galaxy Z Flip4,0,Samsung,20,15-May,Vodafone,Vodafone
89,New Line ,Regular Plan ,Unlimited Data,Rate Plan Discount(Max),Samsung Galaxy Z Flip4,0,Samsung,20,15-May,Vodafone,Vodafone
90,New Line ,Regular Plan ,Unlimited Data,Merchandise ,Samsung Galaxy Z Flip4,0,Samsung,20,15-May,Vodafone,Vodafone
91,New Line ,Regular Plan ,Unlimited Data,Gift Card,Samsung Galaxy Z Flip4,0,Samsung,20,15-May,Vodafone,Vodafone
92,New Line ,Regular Plan ,Unlimited Data,Free Subscription ,Samsung Galaxy Z Flip4,0,Samsung,20,15-May,Vodafone,Vodafone
93,New Line ,Regular Plan ,Unlimited Data,Cashback,Samsung Galaxy Z Flip4,0,Samsung,20,15-May,Vodafone,Vodafone
94,New Line ,Regular Plan ,Unlimited Data,Trade-in Bump-up,Samsung Galaxy Z Flip4,120,Samsung,20,15-May,Vodafone,Vodafone
95,New Line ,Regular Plan ,Unlimited Data,Trade-in Bump-up,Samsung Galaxy Z Flip4,0,Samsung,20,15-May,Vodafone,Vodafone
96,New Line ,PayG Discount  128 GB,NULL,NULL,Samsung Galaxy S22 Ultra,0,Samsung,20,15-May,Vodafone,Vodafone
97,New Line ,Regular Plan ,Sim - Free,WoW Price Change,Samsung Galaxy S22 Ultra,0,Samsung,20,15-May,Vodafone,Vodafone
98,New Line ,Regular Plan ,Sim - Free,Rate Plan Discount(Max),Samsung Galaxy S22 Ultra,0,Samsung,20,15-May,Vodafone,Vodafone
99,New Line ,Regular Plan ,Sim - Free,Merchandise ,Samsung Galaxy S22 Ultra,0,Samsung,20,15-May,Vodafone,Vodafone
100,New Line ,Regular Plan ,Sim - Free,Gift Card,Samsung Galaxy S22 Ultra,0,Samsung,20,15-May,Vodafone,Vodafone
101,New Line ,Regular Plan ,Sim - Free,Free Subscription ,Samsung Galaxy S22 Ultra,0,Samsung,20,15-May,Vodafone,Vodafone
102,New Line ,Regular Plan ,Sim - Free,Cashback,Samsung Galaxy S22 Ultra,0,Samsung,20,15-May,Vodafone,Vodafone
103,New Line ,Regular Plan ,Sim - Free,Trade-in Bump-up,Samsung Galaxy S22 Ultra,0,Samsung,20,15-May,Vodafone,Vodafone
104,New Line ,Regular Plan ,Unlimited Data,Bundle ,Samsung Galaxy S22 Ultra,0,Samsung,20,15-May,Vodafone,Vodafone
105,New Line ,Regular Plan ,Unlimited Data,Rate Plan Discount(Max),Samsung Galaxy S22 Ultra,0,Samsung,20,15-May,Vodafone,Vodafone
106,New Line ,Regular Plan ,Unlimited Data,Merchandise ,Samsung Galaxy S22 Ultra,0,Samsung,20,15-May,Vodafone,Vodafone
107,New Line ,Regular Plan ,Unlimited Data,Gift Card,Samsung Galaxy S22 Ultra,0,Samsung,20,15-May,Vodafone,Vodafone
108,New Line ,Regular Plan ,Unlimited Data,Free Subscription ,Samsung Galaxy S22 Ultra,0,Samsung,20,15-May,Vodafone,Vodafone
109,New Line ,Regular Plan ,Unlimited Data,Cashback,Samsung Galaxy S22 Ultra,0,Samsung,20,15-May,Vodafone,Vodafone
110,New Line ,Regular Plan ,Unlimited Data,Trade-in Bump-up,Samsung Galaxy S22 Ultra,0,Samsung,20,15-May,Vodafone,Vodafone
111,New Line ,Regular Plan ,Unlimited Data,Trade-in Bump-up,Samsung Galaxy S22 Ultra,0,Samsung,20,15-May,Vodafone,Vodafone
112,New Line ,PayG Discount  128 GB,NULL,NULL,Samsung Galaxy S23 Ultra,"256 GB - 1299.9
512 GB - 1479.90",Samsung,20,15-May,Vodafone,Vodafone
113,New Line ,Regular Plan ,Sim - Free,WoW Price Change,Samsung Galaxy S23 Ultra,0,Samsung,20,15-May,Vodafone,Vodafone
114,New Line ,Regular Plan ,Sim - Free,Rate Plan Discount(Max),Samsung Galaxy S23 Ultra,0,Samsung,20,15-May,Vodafone,Vodafone
115,New Line ,Regular Plan ,Sim - Free,Merchandise ,Samsung Galaxy S23 Ultra,0,Samsung,20,15-May,Vodafone,Vodafone
116,New Line ,Regular Plan ,Sim - Free,Gift Card,Samsung Galaxy S23 Ultra,0,Samsung,20,15-May,Vodafone,Vodafone
117,New Line ,Regular Plan ,Sim - Free,Free Subscription ,Samsung Galaxy S23 Ultra,0,Samsung,20,15-May,Vodafone,Vodafone
118,New Line ,Regular Plan ,Sim - Free,Cashback,Samsung Galaxy S23 Ultra,0,Samsung,20,15-May,Vodafone,Vodafone
119,New Line ,Regular Plan ,Sim - Free,Trade-in Bump-up,Samsung Galaxy S23 Ultra,0,Samsung,20,15-May,Vodafone,Vodafone
120,New Line ,Regular Plan ,Unlimited Data,Bundle ,Samsung Galaxy S23 Ultra,0,Samsung,20,15-May,Vodafone,Vodafone
121,New Line ,Regular Plan ,Unlimited Data,Rate Plan Discount(Max),Samsung Galaxy S23 Ultra,0,Samsung,20,15-May,Vodafone,Vodafone
122,New Line ,Regular Plan ,Unlimited Data,Merchandise ,Samsung Galaxy S23 Ultra,0,Samsung,20,15-May,Vodafone,Vodafone
123,New Line ,Regular Plan ,Unlimited Data,Gift Card,Samsung Galaxy S23 Ultra,0,Samsung,20,15-May,Vodafone,Vodafone
124,New Line ,Regular Plan ,Unlimited Data,Free Subscription ,Samsung Galaxy S23 Ultra,0,Samsung,20,15-May,Vodafone,Vodafone
125,New Line ,Regular Plan ,Unlimited Data,Cashback,Samsung Galaxy S23 Ultra,0,Samsung,20,15-May,Vodafone,Vodafone
126,New Line ,Regular Plan ,Unlimited Data,Trade-in Bump-up,Samsung Galaxy S23 Ultra,240,Samsung,20,15-May,Vodafone,Vodafone
127,New Line ,Regular Plan ,Unlimited Data,Trade-in Bump-up,Samsung Galaxy S23 Ultra,0,Samsung,20,15-May,Vodafone,Vodafone
128,New Line ,PayG Discount  128 GB,NULL,NULL,Samsung Galaxy S22+,0,Samsung,20,15-May,Vodafone,Vodafone
129,New Line ,Regular Plan ,Sim - Free,WoW Price Change,Samsung Galaxy S22+,0,Samsung,20,15-May,Vodafone,Vodafone
130,New Line ,Regular Plan ,Sim - Free,Rate Plan Discount(Max),Samsung Galaxy S22+,0,Samsung,20,15-May,Vodafone,Vodafone
131,New Line ,Regular Plan ,Sim - Free,Merchandise ,Samsung Galaxy S22+,0,Samsung,20,15-May,Vodafone,Vodafone
132,New Line ,Regular Plan ,Sim - Free,Gift Card,Samsung Galaxy S22+,0,Samsung,20,15-May,Vodafone,Vodafone
133,New Line ,Regular Plan ,Sim - Free,Free Subscription ,Samsung Galaxy S22+,0,Samsung,20,15-May,Vodafone,Vodafone
134,New Line ,Regular Plan ,Sim - Free,Cashback,Samsung Galaxy S22+,0,Samsung,20,15-May,Vodafone,Vodafone
135,New Line ,Regular Plan ,Sim - Free,Trade-in Bump-up,Samsung Galaxy S22+,0,Samsung,20,15-May,Vodafone,Vodafone
136,New Line ,Regular Plan ,Unlimited Data,Bundle ,Samsung Galaxy S22+,0,Samsung,20,15-May,Vodafone,Vodafone
137,New Line ,Regular Plan ,Unlimited Data,Rate Plan Discount(Max),Samsung Galaxy S22+,0,Samsung,20,15-May,Vodafone,Vodafone
138,New Line ,Regular Plan ,Unlimited Data,Merchandise ,Samsung Galaxy S22+,0,Samsung,20,15-May,Vodafone,Vodafone
139,New Line ,Regular Plan ,Unlimited Data,Gift Card,Samsung Galaxy S22+,0,Samsung,20,15-May,Vodafone,Vodafone
140,New Line ,Regular Plan ,Unlimited Data,Free Subscription ,Samsung Galaxy S22+,0,Samsung,20,15-May,Vodafone,Vodafone
141,New Line ,Regular Plan ,Unlimited Data,Cashback,Samsung Galaxy S22+,0,Samsung,20,15-May,Vodafone,Vodafone
142,New Line ,Regular Plan ,Unlimited Data,Trade-in Bump-up,Samsung Galaxy S22+,0,Samsung,20,15-May,Vodafone,Vodafone
143,New Line ,Regular Plan ,Unlimited Data,Trade-in Bump-up,Samsung Galaxy S22+,0,Samsung,20,15-May,Vodafone,Vodafone
144,New Line ,PayG Discount  128 GB,NULL,NULL,Samsung Galaxy S23+,"256 GB - 1099.9
512 GB - 1219.9",Samsung,20,15-May,Vodafone,Vodafone
145,New Line ,Regular Plan ,Sim - Free,WoW Price Change,Samsung Galaxy S23+,0,Samsung,20,15-May,Vodafone,Vodafone
146,New Line ,Regular Plan ,Sim - Free,Rate Plan Discount(Max),Samsung Galaxy S23+,0,Samsung,20,15-May,Vodafone,Vodafone
147,New Line ,Regular Plan ,Sim - Free,Merchandise ,Samsung Galaxy S23+,0,Samsung,20,15-May,Vodafone,Vodafone
148,New Line ,Regular Plan ,Sim - Free,Gift Card,Samsung Galaxy S23+,0,Samsung,20,15-May,Vodafone,Vodafone
149,New Line ,Regular Plan ,Sim - Free,Free Subscription ,Samsung Galaxy S23+,0,Samsung,20,15-May,Vodafone,Vodafone
150,New Line ,Regular Plan ,Sim - Free,Cashback,Samsung Galaxy S23+,0,Samsung,20,15-May,Vodafone,Vodafone
151,New Line ,Regular Plan ,Sim - Free,Trade-in Bump-up,Samsung Galaxy S23+,0,Samsung,20,15-May,Vodafone,Vodafone
152,New Line ,Regular Plan ,Unlimited Data,Bundle ,Samsung Galaxy S23+,0,Samsung,20,15-May,Vodafone,Vodafone
153,New Line ,Regular Plan ,Unlimited Data,Rate Plan Discount(Max),Samsung Galaxy S23+,0,Samsung,20,15-May,Vodafone,Vodafone
154,New Line ,Regular Plan ,Unlimited Data,Merchandise ,Samsung Galaxy S23+,0,Samsung,20,15-May,Vodafone,Vodafone
155,New Line ,Regular Plan ,Unlimited Data,Gift Card,Samsung Galaxy S23+,0,Samsung,20,15-May,Vodafone,Vodafone
156,New Line ,Regular Plan ,Unlimited Data,Free Subscription ,Samsung Galaxy S23+,0,Samsung,20,15-May,Vodafone,Vodafone
157,New Line ,Regular Plan ,Unlimited Data,Cashback,Samsung Galaxy S23+,0,Samsung,20,15-May,Vodafone,Vodafone
158,New Line ,Regular Plan ,Unlimited Data,Trade-in Bump-up,Samsung Galaxy S23+,240,Samsung,20,15-May,Vodafone,Vodafone
159,New Line ,Regular Plan ,Unlimited Data,Trade-in Bump-up,Samsung Galaxy S23+,0,Samsung,20,15-May,Vodafone,Vodafone
160,New Line ,PayG Discount  128 GB,NULL,NULL,Apple iPhone 14 Pro Max,"128 GB - 1349.9
256 GB - 1479.9
512 GB -  1739.9
1TB -  1999.9",Apple,20,15-May,Vodafone,Vodafone
161,New Line ,Regular Plan ,Sim - Free,WoW Price Change,Apple iPhone 14 Pro Max,0,Apple,20,15-May,Vodafone,Vodafone
162,New Line ,Regular Plan ,Sim - Free,Rate Plan Discount(Max),Apple iPhone 14 Pro Max,0,Apple,20,15-May,Vodafone,Vodafone
163,New Line ,Regular Plan ,Sim - Free,Merchandise ,Apple iPhone 14 Pro Max,0,Apple,20,15-May,Vodafone,Vodafone
164,New Line ,Regular Plan ,Sim - Free,Gift Card,Apple iPhone 14 Pro Max,0,Apple,20,15-May,Vodafone,Vodafone
165,New Line ,Regular Plan ,Sim - Free,Free Subscription ,Apple iPhone 14 Pro Max,0,Apple,20,15-May,Vodafone,Vodafone
166,New Line ,Regular Plan ,Sim - Free,Cashback,Apple iPhone 14 Pro Max,0,Apple,20,15-May,Vodafone,Vodafone
167,New Line ,Regular Plan ,Sim - Free,Trade-in Bump-up,Apple iPhone 14 Pro Max,0,Apple,20,15-May,Vodafone,Vodafone
168,New Line ,Regular Plan ,Unlimited Data,Bundle ,Apple iPhone 14 Pro Max,0,Apple,20,15-May,Vodafone,Vodafone
169,New Line ,Regular Plan ,Unlimited Data,Rate Plan Discount(Max),Apple iPhone 14 Pro Max,0,Apple,20,15-May,Vodafone,Vodafone
170,New Line ,Regular Plan ,Unlimited Data,Merchandise ,Apple iPhone 14 Pro Max,0,Apple,20,15-May,Vodafone,Vodafone
171,New Line ,Regular Plan ,Unlimited Data,Gift Card,Apple iPhone 14 Pro Max,0,Apple,20,15-May,Vodafone,Vodafone
172,New Line ,Regular Plan ,Unlimited Data,Free Subscription ,Apple iPhone 14 Pro Max,0,Apple,20,15-May,Vodafone,Vodafone
173,New Line ,Regular Plan ,Unlimited Data,Cashback,Apple iPhone 14 Pro Max,0,Apple,20,15-May,Vodafone,Vodafone
174,New Line ,Regular Plan ,Unlimited Data,Trade-in Bump-up,Apple iPhone 14 Pro Max,0,Apple,20,15-May,Vodafone,Vodafone
175,New Line ,Regular Plan ,Unlimited Data,Trade-in Bump-up,Apple iPhone 14 Pro Max,0,Apple,20,15-May,Vodafone,Vodafone
176,New Line ,PayG Discount  128 GB,NULL,NULL,Apple iPhone 14 Pro,"128 GB - 1199.9
256 GB - 1329.9
512 GB -  1589.9
1TB -  1949.9
",Apple,20,15-May,Vodafone,Vodafone
177,New Line ,Regular Plan ,Sim - Free,WoW Price Change,Apple iPhone 14 Pro,0,Apple,20,15-May,Vodafone,Vodafone
178,New Line ,Regular Plan ,Sim - Free,Rate Plan Discount(Max),Apple iPhone 14 Pro,0,Apple,20,15-May,Vodafone,Vodafone
179,New Line ,Regular Plan ,Sim - Free,Merchandise ,Apple iPhone 14 Pro,0,Apple,20,15-May,Vodafone,Vodafone
180,New Line ,Regular Plan ,Sim - Free,Gift Card,Apple iPhone 14 Pro,0,Apple,20,15-May,Vodafone,Vodafone
181,New Line ,Regular Plan ,Sim - Free,Free Subscription ,Apple iPhone 14 Pro,0,Apple,20,15-May,Vodafone,Vodafone
182,New Line ,Regular Plan ,Sim - Free,Cashback,Apple iPhone 14 Pro,0,Apple,20,15-May,Vodafone,Vodafone
183,New Line ,Regular Plan ,Sim - Free,Trade-in Bump-up,Apple iPhone 14 Pro,0,Apple,20,15-May,Vodafone,Vodafone
184,New Line ,Regular Plan ,Unlimited Data,Bundle ,Apple iPhone 14 Pro,0,Apple,20,15-May,Vodafone,Vodafone
185,New Line ,Regular Plan ,Unlimited Data,Rate Plan Discount(Max),Apple iPhone 14 Pro,0,Apple,20,15-May,Vodafone,Vodafone
186,New Line ,Regular Plan ,Unlimited Data,Merchandise ,Apple iPhone 14 Pro,0,Apple,20,15-May,Vodafone,Vodafone
187,New Line ,Regular Plan ,Unlimited Data,Gift Card,Apple iPhone 14 Pro,0,Apple,20,15-May,Vodafone,Vodafone
188,New Line ,Regular Plan ,Unlimited Data,Free Subscription ,Apple iPhone 14 Pro,0,Apple,20,15-May,Vodafone,Vodafone
189,New Line ,Regular Plan ,Unlimited Data,Cashback,Apple iPhone 14 Pro,0,Apple,20,15-May,Vodafone,Vodafone
190,New Line ,Regular Plan ,Unlimited Data,Trade-in Bump-up,Apple iPhone 14 Pro,0,Apple,20,15-May,Vodafone,Vodafone
191,New Line ,Regular Plan ,Unlimited Data,Trade-in Bump-up,Apple iPhone 14 Pro,0,Apple,20,15-May,Vodafone,Vodafone
192,New Line ,PayG Discount  128 GB,NULL,NULL,Apple iPhone 14 Plus,"128 GB - 1049.9
256 GB - 1179.9
512 GB -  1439.9",Apple,20,15-May,Vodafone,Vodafone
193,New Line ,Regular Plan ,Sim - Free,WoW Price Change,Apple iPhone 14 Plus,0,Apple,20,15-May,Vodafone,Vodafone
194,New Line ,Regular Plan ,Sim - Free,Rate Plan Discount(Max),Apple iPhone 14 Plus,0,Apple,20,15-May,Vodafone,Vodafone
195,New Line ,Regular Plan ,Sim - Free,Merchandise ,Apple iPhone 14 Plus,0,Apple,20,15-May,Vodafone,Vodafone
196,New Line ,Regular Plan ,Sim - Free,Gift Card,Apple iPhone 14 Plus,0,Apple,20,15-May,Vodafone,Vodafone
197,New Line ,Regular Plan ,Sim - Free,Free Subscription ,Apple iPhone 14 Plus,0,Apple,20,15-May,Vodafone,Vodafone
198,New Line ,Regular Plan ,Sim - Free,Cashback,Apple iPhone 14 Plus,0,Apple,20,15-May,Vodafone,Vodafone
199,New Line ,Regular Plan ,Sim - Free,Trade-in Bump-up,Apple iPhone 14 Plus,0,Apple,20,15-May,Vodafone,Vodafone
200,New Line ,Regular Plan ,Unlimited Data,Bundle ,Apple iPhone 14 Plus,0,Apple,20,15-May,Vodafone,Vodafone
201,New Line ,Regular Plan ,Unlimited Data,Rate Plan Discount(Max),Apple iPhone 14 Plus,0,Apple,20,15-May,Vodafone,Vodafone
202,New Line ,Regular Plan ,Unlimited Data,Merchandise ,Apple iPhone 14 Plus,0,Apple,20,15-May,Vodafone,Vodafone
203,New Line ,Regular Plan ,Unlimited Data,Gift Card,Apple iPhone 14 Plus,0,Apple,20,15-May,Vodafone,Vodafone
204,New Line ,Regular Plan ,Unlimited Data,Free Subscription ,Apple iPhone 14 Plus,0,Apple,20,15-May,Vodafone,Vodafone
205,New Line ,Regular Plan ,Unlimited Data,Cashback,Apple iPhone 14 Plus,0,Apple,20,15-May,Vodafone,Vodafone
206,New Line ,Regular Plan ,Unlimited Data,Trade-in Bump-up,Apple iPhone 14 Plus,0,Apple,20,15-May,Vodafone,Vodafone
207,New Line ,Regular Plan ,Unlimited Data,Trade-in Bump-up,Apple iPhone 14 Plus,0,Apple,20,15-May,Vodafone,Vodafone
208,New Line ,PayG Discount  128 GB,NULL,NULL,Apple iPhone 13 Pro Max,0,Apple,20,15-May,Vodafone,Vodafone
209,New Line ,Regular Plan ,Sim - Free,WoW Price Change,Apple iPhone 13 Pro Max,0,Apple,20,15-May,Vodafone,Vodafone
210,New Line ,Regular Plan ,Sim - Free,Rate Plan Discount(Max),Apple iPhone 13 Pro Max,0,Apple,20,15-May,Vodafone,Vodafone
211,New Line ,Regular Plan ,Sim - Free,Merchandise ,Apple iPhone 13 Pro Max,0,Apple,20,15-May,Vodafone,Vodafone
212,New Line ,Regular Plan ,Sim - Free,Gift Card,Apple iPhone 13 Pro Max,0,Apple,20,15-May,Vodafone,Vodafone
213,New Line ,Regular Plan ,Sim - Free,Free Subscription ,Apple iPhone 13 Pro Max,0,Apple,20,15-May,Vodafone,Vodafone
214,New Line ,Regular Plan ,Sim - Free,Cashback,Apple iPhone 13 Pro Max,0,Apple,20,15-May,Vodafone,Vodafone
215,New Line ,Regular Plan ,Sim - Free,Trade-in Bump-up,Apple iPhone 13 Pro Max,0,Apple,20,15-May,Vodafone,Vodafone
216,New Line ,Regular Plan ,Unlimited Data,Bundle ,Apple iPhone 13 Pro Max,0,Apple,20,15-May,Vodafone,Vodafone
217,New Line ,Regular Plan ,Unlimited Data,Rate Plan Discount(Max),Apple iPhone 13 Pro Max,0,Apple,20,15-May,Vodafone,Vodafone
218,New Line ,Regular Plan ,Unlimited Data,Merchandise ,Apple iPhone 13 Pro Max,0,Apple,20,15-May,Vodafone,Vodafone
219,New Line ,Regular Plan ,Unlimited Data,Gift Card,Apple iPhone 13 Pro Max,0,Apple,20,15-May,Vodafone,Vodafone
220,New Line ,Regular Plan ,Unlimited Data,Free Subscription ,Apple iPhone 13 Pro Max,0,Apple,20,15-May,Vodafone,Vodafone
221,New Line ,Regular Plan ,Unlimited Data,Cashback,Apple iPhone 13 Pro Max,0,Apple,20,15-May,Vodafone,Vodafone
222,New Line ,Regular Plan ,Unlimited Data,Trade-in Bump-up,Apple iPhone 13 Pro Max,0,Apple,20,15-May,Vodafone,Vodafone
223,New Line ,Regular Plan ,Unlimited Data,Trade-in Bump-up,Apple iPhone 13 Pro Max,0,Apple,20,15-May,Vodafone,Vodafone
224,New Line ,PayG Discount  128 GB,NULL,NULL,Apple iPhone 13 Pro,0,Apple,20,15-May,Vodafone,Vodafone
225,New Line ,Regular Plan ,Sim - Free,WoW Price Change,Apple iPhone 13 Pro,0,Apple,20,15-May,Vodafone,Vodafone
226,New Line ,Regular Plan ,Sim - Free,Rate Plan Discount(Max),Apple iPhone 13 Pro,0,Apple,20,15-May,Vodafone,Vodafone
227,New Line ,Regular Plan ,Sim - Free,Merchandise ,Apple iPhone 13 Pro,0,Apple,20,15-May,Vodafone,Vodafone
228,New Line ,Regular Plan ,Sim - Free,Gift Card,Apple iPhone 13 Pro,0,Apple,20,15-May,Vodafone,Vodafone
229,New Line ,Regular Plan ,Sim - Free,Free Subscription ,Apple iPhone 13 Pro,0,Apple,20,15-May,Vodafone,Vodafone
230,New Line ,Regular Plan ,Sim - Free,Cashback,Apple iPhone 13 Pro,0,Apple,20,15-May,Vodafone,Vodafone
231,New Line ,Regular Plan ,Sim - Free,Trade-in Bump-up,Apple iPhone 13 Pro,0,Apple,20,15-May,Vodafone,Vodafone
232,New Line ,Regular Plan ,Unlimited Data,Bundle ,Apple iPhone 13 Pro,0,Apple,20,15-May,Vodafone,Vodafone
233,New Line ,Regular Plan ,Unlimited Data,Rate Plan Discount(Max),Apple iPhone 13 Pro,0,Apple,20,15-May,Vodafone,Vodafone
234,New Line ,Regular Plan ,Unlimited Data,Merchandise ,Apple iPhone 13 Pro,0,Apple,20,15-May,Vodafone,Vodafone
235,New Line ,Regular Plan ,Unlimited Data,Gift Card,Apple iPhone 13 Pro,0,Apple,20,15-May,Vodafone,Vodafone
236,New Line ,Regular Plan ,Unlimited Data,Free Subscription ,Apple iPhone 13 Pro,0,Apple,20,15-May,Vodafone,Vodafone
237,New Line ,Regular Plan ,Unlimited Data,Cashback,Apple iPhone 13 Pro,0,Apple,20,15-May,Vodafone,Vodafone
238,New Line ,Regular Plan ,Unlimited Data,Trade-in Bump-up,Apple iPhone 13 Pro,0,Apple,20,15-May,Vodafone,Vodafone
239,New Line ,Regular Plan ,Unlimited Data,Trade-in Bump-up,Apple iPhone 13 Pro,0,Apple,20,15-May,Vodafone,Vodafone
240,New Line ,PayG Discount  128 GB,NULL,NULL,Google Pixel 7,128 GB - 549.9,Google,20,15-May,Vodafone,Vodafone
241,New Line ,Regular Plan ,Sim - Free,WoW Price Change,Google Pixel 7,-80,Google,20,15-May,Vodafone,Vodafone
242,New Line ,Regular Plan ,Sim - Free,Rate Plan Discount(Max),Google Pixel 7,0,Google,20,15-May,Vodafone,Vodafone
243,New Line ,Regular Plan ,Sim - Free,Merchandise ,Google Pixel 7,0,Google,20,15-May,Vodafone,Vodafone
244,New Line ,Regular Plan ,Sim - Free,Gift Card,Google Pixel 7,0,Google,20,15-May,Vodafone,Vodafone
245,New Line ,Regular Plan ,Sim - Free,Free Subscription ,Google Pixel 7,0,Google,20,15-May,Vodafone,Vodafone
246,New Line ,Regular Plan ,Sim - Free,Cashback,Google Pixel 7,0,Google,20,15-May,Vodafone,Vodafone
247,New Line ,Regular Plan ,Sim - Free,Trade-in Bump-up,Google Pixel 7,0,Google,20,15-May,Vodafone,Vodafone
248,New Line ,Regular Plan ,Unlimited Data,Bundle ,Google Pixel 7,0,Google,20,15-May,Vodafone,Vodafone
249,New Line ,Regular Plan ,Unlimited Data,Rate Plan Discount(Max),Google Pixel 7,0,Google,20,15-May,Vodafone,Vodafone
250,New Line ,Regular Plan ,Unlimited Data,Merchandise ,Google Pixel 7,0,Google,20,15-May,Vodafone,Vodafone
251,New Line ,Regular Plan ,Unlimited Data,Gift Card,Google Pixel 7,0,Google,20,15-May,Vodafone,Vodafone
252,New Line ,Regular Plan ,Unlimited Data,Free Subscription ,Google Pixel 7,0,Google,20,15-May,Vodafone,Vodafone
253,New Line ,Regular Plan ,Unlimited Data,Cashback,Google Pixel 7,0,Google,20,15-May,Vodafone,Vodafone
254,New Line ,Regular Plan ,Unlimited Data,Trade-in Bump-up,Google Pixel 7,120,Google,20,15-May,Vodafone,Vodafone
255,New Line ,Regular Plan ,Unlimited Data,Trade-in Bump-up,Google Pixel 7,0,Google,20,15-May,Vodafone,Vodafone
256,New Line ,PayG Discount  128 GB,NULL,NULL,Google Pixel 6,0,Google,20,15-May,Vodafone,Vodafone
257,New Line ,Regular Plan ,Sim - Free,WoW Price Change,Google Pixel 6,0,Google,20,15-May,Vodafone,Vodafone
258,New Line ,Regular Plan ,Sim - Free,Rate Plan Discount(Max),Google Pixel 6,0,Google,20,15-May,Vodafone,Vodafone
259,New Line ,Regular Plan ,Sim - Free,Merchandise ,Google Pixel 6,0,Google,20,15-May,Vodafone,Vodafone
260,New Line ,Regular Plan ,Sim - Free,Gift Card,Google Pixel 6,0,Google,20,15-May,Vodafone,Vodafone
261,New Line ,Regular Plan ,Sim - Free,Free Subscription ,Google Pixel 6,0,Google,20,15-May,Vodafone,Vodafone
262,New Line ,Regular Plan ,Sim - Free,Cashback,Google Pixel 6,0,Google,20,15-May,Vodafone,Vodafone
263,New Line ,Regular Plan ,Sim - Free,Trade-in Bump-up,Google Pixel 6,0,Google,20,15-May,Vodafone,Vodafone
264,New Line ,Regular Plan ,Unlimited Data,Bundle ,Google Pixel 6,0,Google,20,15-May,Vodafone,Vodafone
265,New Line ,Regular Plan ,Unlimited Data,Rate Plan Discount(Max),Google Pixel 6,0,Google,20,15-May,Vodafone,Vodafone
266,New Line ,Regular Plan ,Unlimited Data,Merchandise ,Google Pixel 6,0,Google,20,15-May,Vodafone,Vodafone
267,New Line ,Regular Plan ,Unlimited Data,Gift Card,Google Pixel 6,0,Google,20,15-May,Vodafone,Vodafone
268,New Line ,Regular Plan ,Unlimited Data,Free Subscription ,Google Pixel 6,0,Google,20,15-May,Vodafone,Vodafone
269,New Line ,Regular Plan ,Unlimited Data,Cashback,Google Pixel 6,0,Google,20,15-May,Vodafone,Vodafone
270,New Line ,Regular Plan ,Unlimited Data,Trade-in Bump-up,Google Pixel 6,0,Google,20,15-May,Vodafone,Vodafone
271,New Line ,Regular Plan ,Unlimited Data,Trade-in Bump-up,Google Pixel 6,0,Google,20,15-May,Vodafone,Vodafone
272,New Line ,PayG Discount  128 GB,NULL,NULL,Samsung Galaxy S22,"128 GB - 749.9
",Samsung,20,15-May,Vodafone,Vodafone
273,New Line ,Regular Plan ,Sim - Free,WoW Price Change,Samsung Galaxy S22,0,Samsung,20,15-May,Vodafone,Vodafone
274,New Line ,Regular Plan ,Sim - Free,Rate Plan Discount(Max),Samsung Galaxy S22,0,Samsung,20,15-May,Vodafone,Vodafone
